"Year","Country","Disease","Parasite","Host","Cases","Deaths","Destroyed","Slaughtered","HostOrder","SR","EvoIso","Taxonomic_Range","ParaType","ParaFamily","Vector","EnviroRestingStage","AvianReservoir","Reproduction","WOK_citations","WOK_citations_noHuman","latitude","gdp","gdp_pcap"
2006,"Chile","Equine influenza","Influenzavirus A_h3n8","Equus_caballus",340,1,0,0,"ungulate",4,121.933333333333,2,"virus","Orthomyxoviridae",0,0,0,0,1498,1279,-33.475,181730100536.889,10874.0777677986
2006,"Colombia","Anthrax","Bacillus_anthracis","Bos_taurus",14,2,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Rabies","Lyssavirus_rabies virus","Bos_taurus",311,311,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Rabies","Lyssavirus_rabies virus","Equus_caballus",94,94,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Rabies","Lyssavirus_rabies virus","Ovis_aries",1,1,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Paratuberculosis","Mycobacterium_avium paratuberculosis","Bos_taurus",10,0,0,0,"ungulate",11,106.52,5,"bacteria","Mycobacteriaceae",0,0,0,1,8592,7095,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Brucella abortus","Brucella_abortus","Bos_taurus",366,0,0,0,"ungulate",14,86.6307692307692,4,"bacteria","Brucellaceae",0,0,0,1,10632,8325,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",2429,480,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",77,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",1901,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Bovine viral diarrhoea","Pestivirus_bovine viral diarrhea virus","Bos_taurus",274,0,0,0,"ungulate",41,61.785,4,"virus","Flaviviridae",0,0,0,1,2395,2157,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Porcine reproductive respiratory syndrome","Arterivirus_porcine reproductive and respiratory syndrome virus","Sus_scrofa",402,0,0,0,"ungulate",1,0,1,"virus","Arteriviridae",0,0,0,1,139,118,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Equine infectious anaemia","Lentivirus_equine infectious anemia virus","Equus_caballus",4933,2,0,0,"ungulate",3,97.6,2,"virus","Retroviridae",1,0,0,0,1316,985,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Venezuelan equ.encephalomyelitis","Alphavirus_venezuelan equine encephalitis virus","Equus_caballus",3,1,0,0,"ungulate",4,170.6,5,"virus","Togaviridae",1,0,1,0,1436,854,4.60987,230972907904.374,5118.55102193927
2006,"Colombia","Equine encephalomyelitis_Eastern","Alphavirus_eastern equine encephalitis virus","Equus_caballus",5,4,0,0,"ungulate",6,175.04,6,"virus","Togaviridae",1,0,1,0,522,408,4.60987,230972907904.374,5118.55102193927
2006,"Congo, Dem. Rep.","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",1967,16,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,-4.325,17780878613.5115,284.556786755381
2006,"Congo, Dem. Rep.","Contagious bov. pleuropneumonia","Mycoplasma_mycoides","Bos_taurus",36,31,0,0,"ungulate",8,50.7428571428571,4,"bacteria","Mycoplasmataceae",0,0,0,0,2025,1862,-4.325,17780878613.5115,284.556786755381
2006,"Congo, Dem. Rep.","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",87,73,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,-4.325,17780878613.5115,284.556786755381
2006,"Congo, Dem. Rep.","African swine fever","Asfivirus_african swine fever virus","Sus_scrofa",771,724,0,0,"ungulate",4,43.2666666666667,3,"virus","Asfarviridae",1,0,0,0,2630,2277,-4.325,17780878613.5115,284.556786755381
2006,"Congo, Rep.","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",215,215,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,-4.2767,10014141518.0967,2581.49887019762
2006,"Costa Rica","Anthrax","Bacillus_anthracis","Bos_taurus",2,2,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,9.63701,30000441396.6828,6738.4809139339
2006,"Costa Rica","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",26,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,9.63701,30000441396.6828,6738.4809139339
2006,"Costa Rica","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",21,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,9.63701,30000441396.6828,6738.4809139339
2006,"Croatia","Q fever","Coxiella_burnetii","Bos_taurus",2,0,0,0,"ungulate",27,122.907692307692,6,"bacteria","Coxiellaceae",0,1,0,0,10844,7989,45.8069,58725363922.6175,13319.5322703935
2006,"Djibouti","Echinococcosis","Echinococcus_granulosus","Bos_taurus",99,0,0,0,"ungulate",22,122.371428571429,5,"helminth","Taeniidae",0,0,0,0,27139,11567,11.5806,963056861.999585,1184.2119562399
2006,"Ecuador","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",811,0,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,-0.229498,58918751142.8571,4053.51630274886
2006,"Ecuador","Rabies","Lyssavirus_rabies virus","Bos_taurus",4,4,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-0.229498,58918751142.8571,4053.51630274886
2006,"Ecuador","Brucella abortus","Brucella_abortus","Bos_taurus",101,0,0,0,"ungulate",14,86.6307692307692,4,"bacteria","Brucellaceae",0,0,0,1,10632,8325,-0.229498,58918751142.8571,4053.51630274886
2006,"Ecuador","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",210,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,-0.229498,58918751142.8571,4053.51630274886
2006,"Egypt, Arab Rep.","Lumpy skin disease","Capripoxvirus_lumpy skin disease virus","Bos_taurus",8603,439,0,0,"ungulate",5,49.05,2,"virus","Poxviridae",1,0,0,0,521,465,30.0982,162048494311.069,2026.11831906326
2006,"Eritrea","Anthrax","Bacillus_anthracis","Bos_taurus",21,21,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,15.3315,1655603710.32655,364.18736805373
2006,"Estonia","Rabies","Lyssavirus_rabies virus","Bos_taurus",3,3,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,59.4392,19959171598.4838,14919.1754898662
2006,"Estonia","Rabies","Lyssavirus_rabies virus","Canis_lupus",5,5,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,59.4392,19959171598.4838,14919.1754898662
2006,"Estonia","Rabies","Lyssavirus_rabies virus","Equus_caballus",1,1,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,59.4392,19959171598.4838,14919.1754898662
2006,"Estonia","Rabies","Lyssavirus_rabies virus","Felis_silvestris",4,4,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,59.4392,19959171598.4838,14919.1754898662
2006,"Ethiopia","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",26155,1022,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,9.02274,24111496176.6155,286.155926063268
2006,"Ethiopia","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Capra_hircus",209,0,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,9.02274,24111496176.6155,286.155926063268
2006,"Ethiopia","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Ovis_aries",117,0,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,9.02274,24111496176.6155,286.155926063268
2006,"Ethiopia","Rabies","Lyssavirus_rabies virus","Ovis_aries",3,3,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,9.02274,24111496176.6155,286.155926063268
2006,"Ethiopia","African horse sickness","Orbivirus_african horse sickness virus","Equus_caballus",418,202,0,0,"ungulate",6,90.72,2,"virus","Reoviridae",1,0,0,0,1251,1115,9.02274,24111496176.6155,286.155926063268
2006,"Finland","Tularemia","Francisella_tularensis","Oryctolagus_cuniculus",15,5,0,0,"lagomorph",20,175.736842105263,6,"bacteria","Francisellaceae",1,0,0,0,10252,7456,60.1608,247583776865.714,46554.2284016312
2006,"France","Anthrax","Bacillus_anthracis","Bos_taurus",4,1,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,48.8566,2616941852231.77,40654.6082994519
2006,"France","West Nile Fever","Flavivirus_west nile virus","Equus_caballus",5,1,0,0,"ungulate",19,177.966666666667,6,"virus","Flaviviridae",1,0,1,0,5951,1292,48.8566,2616941852231.77,40654.6082994519
2006,"France","Contagious equine metritis","Taylorella_equigenitalis","Equus_caballus",2,0,0,0,"ungulate",2,24.4,2,"bacteria","Alcaligenaceae",0,0,0,1,522,513,48.8566,2616941852231.77,40654.6082994519
2006,"Gabon","Rabies","Lyssavirus_rabies virus","Canis_lupus",12,12,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,0.38832,13167237001.6633,8867.75807329431
2006,"Georgia","Anthrax","Bacillus_anthracis","Bos_taurus",4,4,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,41.71,10566318191.1096,2637.99207120337
2006,"Georgia","Rabies","Lyssavirus_rabies virus","Bos_taurus",5,5,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,41.71,10566318191.1096,2637.99207120337
2006,"Georgia","Rabies","Lyssavirus_rabies virus","Canis_lupus",106,106,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,41.71,10566318191.1096,2637.99207120337
2006,"Ghana","Anthrax","Bacillus_anthracis","Bos_taurus",82,75,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","Anthrax","Bacillus_anthracis","Sus_scrofa",3,3,0,0,"ungulate",39,141.805263157895,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","Heartwater","Ehrlichia_ruminantium","Ovis_aries",3,1,0,0,"ungulate",10,95.2888888888889,6,"bacteria","Rickettsiaceae",1,0,0,0,1112,966,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","Brucella abortus","Brucella_abortus","Bos_taurus",9,0,0,0,"ungulate",14,86.6307692307692,4,"bacteria","Brucellaceae",0,0,0,1,10632,8325,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","Lumpy skin disease","Capripoxvirus_lumpy skin disease virus","Bos_taurus",2,0,0,0,"ungulate",5,49.05,2,"virus","Poxviridae",1,0,0,0,521,465,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",180,38,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,5.57045,26020787951.1416,1110.04945165667
2006,"Ghana","African swine fever","Asfivirus_african swine fever virus","Sus_scrofa",38,34,0,0,"ungulate",4,43.2666666666667,3,"virus","Asfarviridae",1,0,0,0,2630,2277,5.57045,26020787951.1416,1110.04945165667
2006,"Greece","Anthrax","Bacillus_anthracis","Bos_taurus",3,3,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Q fever","Coxiella_burnetii","Capra_hircus",25,0,0,0,"ungulate",27,124.876923076923,6,"bacteria","Coxiellaceae",0,1,0,0,10844,7989,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Q fever","Coxiella_burnetii","Ovis_aries",5,0,0,0,"ungulate",27,124.876923076923,6,"bacteria","Coxiellaceae",0,1,0,0,10844,7989,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Contagious agalactia","Mycoplasma_agalactiae","Capra_hircus",901,30,0,0,"ungulate",4,31.5333333333333,4,"bacteria","Mycoplasmataceae",0,0,0,1,706,666,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Contagious agalactia","Mycoplasma_agalactiae","Ovis_aries",498,0,0,0,"ungulate",4,35.9333333333333,4,"bacteria","Mycoplasmataceae",0,0,0,1,706,666,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Contagious cap. pleuropneumonia","Mycoplasma_capricolum","Capra_hircus",4,2,0,0,"ungulate",3,40.2,4,"bacteria","Mycoplasmataceae",0,0,0,0,943,854,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Enzootic abortion (chlamydiosis)","Chlamydophila_abortus","Capra_hircus",6,0,0,0,"ungulate",12,62.3272727272727,5,"bacteria","Chlamydiaceae",0,0,0,0,457,349,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Enzootic abortion (chlamydiosis)","Chlamydophila_abortus","Ovis_aries",140,0,0,0,"ungulate",12,62.3272727272727,5,"bacteria","Chlamydiaceae",0,0,0,0,457,349,37.9792,301602721709.245,27246.0736278149
2006,"Greece","Maedi-visna","Lentivirus_visna/maedi virus","Ovis_aries",9,0,0,0,"ungulate",4,36.9333333333333,1,"virus","Retroviridae",0,0,0,1,966,814,37.9792,301602721709.245,27246.0736278149
2006,"Greenland","Rabies","Lyssavirus_rabies virus","Canis_lupus",1,1,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,64.1836,2129851221.57104,37589.0897651452
2006,"Greenland","Rabies","Lyssavirus_rabies virus","Felis_silvestris",1,1,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,64.1836,2129851221.57104,37589.0897651452
2006,"Guatemala","Vesicular stomatitis new jersey","Vesiculovirus_vesicular stomatitis new jersey virus","Bos_taurus",101,0,0,0,"ungulate",11,96.32,5,"virus","Rhabdoviridae",1,0,0,0,95,78,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Vesicular stomatitis new jersey","Vesiculovirus_vesicular stomatitis new jersey virus","Sus_scrofa",2,0,0,0,"ungulate",11,143.06,5,"virus","Rhabdoviridae",1,0,0,0,95,78,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Anthrax","Bacillus_anthracis","Bos_taurus",20,20,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Echinococcosis","Echinococcus_granulosus","Ovis_aries",9,9,0,0,"ungulate",22,123.904761904762,5,"helminth","Taeniidae",0,0,0,0,27139,11567,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Rabies","Lyssavirus_rabies virus","Canis_lupus",48,48,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Brucella abortus","Brucella_abortus","Bos_taurus",145,0,0,0,"ungulate",14,86.6307692307692,4,"bacteria","Brucellaceae",0,0,0,1,10632,8325,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",32,0,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",6,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",40,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Bovine viral diarrhoea","Pestivirus_bovine viral diarrhea virus","Bos_taurus",15,0,0,0,"ungulate",41,61.785,4,"virus","Flaviviridae",0,0,0,1,2395,2157,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Equine infectious anaemia","Lentivirus_equine infectious anemia virus","Equus_caballus",25,0,0,0,"ungulate",3,97.6,2,"virus","Retroviridae",1,0,0,0,1316,985,14.6248,36774239927.1276,2591.64034371671
2006,"Guatemala","Venezuelan equ.encephalomyelitis","Alphavirus_venezuelan equine encephalitis virus","Equus_caballus",6,1,0,0,"ungulate",4,170.6,5,"virus","Togaviridae",1,0,1,0,1436,854,14.6248,36774239927.1276,2591.64034371671
2006,"Guinea","Anthrax","Bacillus_anthracis","Bos_taurus",239,175,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,9.51667,4133133578.99461,392.609183771537
2006,"Guinea","Anthrax","Bacillus_anthracis","Capra_hircus",6,6,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,9.51667,4133133578.99461,392.609183771537
2006,"Guinea","Anthrax","Bacillus_anthracis","Ovis_aries",16,16,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,9.51667,4133133578.99461,392.609183771537
2006,"Iran, Islamic Rep.","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Camelus_dromedarius",24,4,0,0,"ungulate",21,131.6,4,"virus","Picornaviridae",0,0,0,1,18031,14934,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Anthrax","Bacillus_anthracis","Equus_caballus",1,1,0,0,"ungulate",39,159.394736842105,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Echinococcosis","Echinococcus_granulosus","Canis_lupus",6,0,0,0,"carnivore",22,140.266666666667,5,"helminth","Taeniidae",0,0,0,0,27139,11567,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Rabies","Lyssavirus_rabies virus","Capra_hircus",42,42,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Rabies","Lyssavirus_rabies virus","Equus_caballus",22,22,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Rabies","Lyssavirus_rabies virus","Felis_silvestris",3,3,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",116,19,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Haemorrhagic septicaemia","Pasteurella_multocida","Camelus_dromedarius",95,1,0,0,"ungulate",28,153.637037037037,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Contagious agalactia","Mycoplasma_agalactiae","Capra_hircus",18,5,0,0,"ungulate",4,31.5333333333333,4,"bacteria","Mycoplasmataceae",0,0,0,1,706,666,35.6878,381708841001.07,5225.11439674548
2006,"Iran, Islamic Rep.","Surra (Trypanosoma evansi)","Trypanosoma_evansi","Camelus_dromedarius",27,6,0,0,"ungulate",18,141.447058823529,5,"protozoa","Trypanosomatidae",1,0,0,0,2677,2358,35.6878,381708841001.07,5225.11439674548
2006,"Ireland","Equine infectious anaemia","Lentivirus_equine infectious anemia virus","Equus_caballus",19,19,0,0,"ungulate",3,97.6,2,"virus","Retroviridae",1,0,0,0,1316,985,53.3441,240930399265.319,54418.0030100858
2006,"Israel","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Capra_hircus",260,201,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,31.7717,199553122647.807,27042.4666763251
2006,"Israel","Bluetongue","Orbivirus_bluetongue virus","Ovis_aries",50,26,0,0,"ungulate",29,62.9785714285714,4,"virus","Reoviridae",1,0,0,0,6120,5546,31.7717,199553122647.807,27042.4666763251
2006,"Israel","West Nile Fever","Flavivirus_west nile virus","Equus_caballus",9,0,0,0,"ungulate",19,177.966666666667,6,"virus","Flaviviridae",1,0,1,0,5951,1292,31.7717,199553122647.807,27042.4666763251
2006,"Israel","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Ovis_aries",19,13,0,0,"ungulate",8,81.3142857142857,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,31.7717,199553122647.807,27042.4666763251
2006,"Israel","Equine influenza","Influenzavirus A_h3n8","Equus_caballus",2,0,0,0,"ungulate",4,121.933333333333,2,"virus","Orthomyxoviridae",0,0,0,0,1498,1279,31.7717,199553122647.807,27042.4666763251
2006,"Italy","Equine viral arteritis","Arterivirus_equine arteritis virus","Equus_caballus",8,0,0,0,"ungulate",2,24.4,2,"virus","Arteriviridae",0,0,0,1,319,306,41.8955,2139367734745.48,36409.9477571953
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Bos_taurus",177,0,0,0,"ungulate",11,136.38,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Canis_lupus",1201,0,0,0,"carnivore",11,173.02,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Capra_hircus",122,0,0,0,"ungulate",11,135.4,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Equus_caballus",17,0,0,0,"ungulate",11,177.18,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Ovis_aries",28,0,0,0,"ungulate",11,135.4,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jamaica","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Sus_scrofa",214,0,0,0,"ungulate",11,161.42,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,17.9927,12754896239.0748,4693.21801072558
2006,"Jordan","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",470,34,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Ovis_aries",600,405,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Anthrax","Bacillus_anthracis","Capra_hircus",5,5,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Anthrax","Bacillus_anthracis","Ovis_aries",39,39,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Rabies","Lyssavirus_rabies virus","Canis_lupus",9,9,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Rabies","Lyssavirus_rabies virus","Felis_silvestris",1,1,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,31.9497,20830287577.9826,3404.42387453112
2006,"Jordan","Rabies","Lyssavirus_rabies virus","Ovis_aries",4,4,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,31.9497,20830287577.9826,3404.42387453112
2006,"Kenya","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",97,0,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Rift Valley fever","Phlebovirus_rift valley fever virus","Bos_taurus",500,30,0,0,"ungulate",14,115.553846153846,4,"virus","Phenuiviridae",1,0,0,0,3629,2434,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Rift Valley fever","Phlebovirus_rift valley fever virus","Capra_hircus",1500,15,0,0,"ungulate",14,112.384615384615,4,"virus","Phenuiviridae",1,0,0,0,3629,2434,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Rift Valley fever","Phlebovirus_rift valley fever virus","Camelus_dromedarius",501,5,0,0,"ungulate",14,153.046153846154,4,"virus","Phenuiviridae",1,0,0,0,3629,2434,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Rift Valley fever","Phlebovirus_rift valley fever virus","Ovis_aries",1500,105,0,0,"ungulate",14,112.384615384615,4,"virus","Phenuiviridae",1,0,0,0,3629,2434,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Anthrax","Bacillus_anthracis","Bos_taurus",51,45,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Anthrax","Bacillus_anthracis","Capra_hircus",3,3,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Anthrax","Bacillus_anthracis","Sus_scrofa",2,2,0,0,"ungulate",39,141.805263157895,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-1.27975,33055910515.1447,855.11060525688
2006,"Kenya","Anthrax","Bacillus_anthracis","Canis_lupus",1,1,0,0,"carnivore",39,164.826315789474,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-1.27975,33055910515.1447,855.11060525688
