"Year","Country","Disease","Parasite","Host","Cases","Deaths","Destroyed","Slaughtered","HostOrder","SR","EvoIso","Taxonomic_Range","ParaType","ParaFamily","Vector","EnviroRestingStage","AvianReservoir","Reproduction","WOK_citations","WOK_citations_noHuman","latitude","gdp","gdp_pcap"
2005,"Afghanistan","Anthrax","Bacillus_anthracis","Capra_hircus",20,6,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,34.5228,11388718265.4193,421.890019966018
2005,"Afghanistan","Anthrax","Bacillus_anthracis","Ovis_aries",54,10,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,34.5228,11388718265.4193,421.890019966018
2005,"Afghanistan","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",11,3,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,34.5228,11388718265.4193,421.890019966018
2005,"Afghanistan","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",65995,1340,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,34.5228,11388718265.4193,421.890019966018
2005,"Afghanistan","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Ovis_aries",9320,1384,0,0,"ungulate",8,81.3142857142857,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,34.5228,11388718265.4193,421.890019966018
2005,"Albania","Anthrax","Bacillus_anthracis","Bos_taurus",6,6,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,41.3317,11085084193.0426,3762.00236309856
2005,"Albania","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",4,0,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,41.3317,11085084193.0426,3762.00236309856
2005,"Angola","Anthrax","Bacillus_anthracis","Bos_taurus",41,41,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-8.81155,68104195212.1972,3361.9716831989
2005,"Angola","Rabies","Lyssavirus_rabies virus","Canis_lupus",13,13,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-8.81155,68104195212.1972,3361.9716831989
2005,"Angola","Lumpy skin disease","Capripoxvirus_lumpy skin disease virus","Bos_taurus",50,3,0,0,"ungulate",5,49.05,2,"virus","Poxviridae",1,0,0,0,521,465,-8.81155,68104195212.1972,3361.9716831989
2005,"Angola","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",12,7,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,-8.81155,68104195212.1972,3361.9716831989
2005,"Angola","Dermatophilosis","Dermatophilus_congolensis","Bos_taurus",80,14,0,0,"ungulate",8,92.2,6,"bacteria","Dermatophilaceae",0,0,0,0,807,754,-8.81155,68104195212.1972,3361.9716831989
2005,"Argentina","Bluetongue","Orbivirus_bluetongue virus","Bos_taurus",1,0,0,0,"ungulate",29,65.1714285714286,4,"virus","Reoviridae",1,0,0,0,6120,5546,-34.6118,338164298521.49,8324.0121368997
2005,"Argentina","Anthrax","Bacillus_anthracis","Bos_taurus",91,58,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-34.6118,338164298521.49,8324.0121368997
2005,"Argentina","Anthrax","Bacillus_anthracis","Ovis_aries",4,1,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-34.6118,338164298521.49,8324.0121368997
2005,"Argentina","Rabies","Lyssavirus_rabies virus","Bos_taurus",2,2,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-34.6118,338164298521.49,8324.0121368997
2005,"Argentina","Caprine arthritis/encephalitis","Lentivirus_caprine arthritis encephalitis virus","Capra_hircus",36,0,0,0,"ungulate",2,27.4,3,"virus","Retroviridae",0,0,0,1,1085,893,-34.6118,338164298521.49,8324.0121368997
2005,"Australia","Anthrax","Bacillus_anthracis","Bos_taurus",23,23,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-35.282,972328690035.71,45347.2984604437
2005,"Australia","Anthrax","Bacillus_anthracis","Ovis_aries",58,58,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-35.282,972328690035.71,45347.2984604437
2005,"Australia","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",8,1,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,-35.282,972328690035.71,45347.2984604437
2005,"Azerbaijan","Rabies","Lyssavirus_rabies virus","Bos_taurus",3,3,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,40.3834,39896727077.7693,4494.32665454144
2005,"Azerbaijan","Rabies","Lyssavirus_rabies virus","Canis_lupus",6,6,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,40.3834,39896727077.7693,4494.32665454144
2005,"Azerbaijan","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",5,5,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,40.3834,39896727077.7693,4494.32665454144
2005,"Azerbaijan","Haemorrhagic septicaemia","Pasteurella_multocida","Bubalus_bubalis",1,1,0,0,"ungulate",28,119.925925925926,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,40.3834,39896727077.7693,4494.32665454144
2005,"Azerbaijan","Haemorrhagic septicaemia","Pasteurella_multocida","Ovis_aries",1,1,0,0,"ungulate",28,119.17037037037,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,40.3834,39896727077.7693,4494.32665454144
2005,"Barbados","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",2,2,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,13.0935,4392724720.55916,15838.0298866524
2005,"Belarus","Aujeszkys disease","Varicellovirus_suid herpesvirus 1","Sus_scrofa",25,25,0,0,"ungulate",8,159.485714285714,5,"virus","Herpesviridae",0,0,0,1,1470,1372,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Rabies","Lyssavirus_rabies virus","Bos_taurus",59,59,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Rabies","Lyssavirus_rabies virus","Canis_lupus",62,62,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Rabies","Lyssavirus_rabies virus","Equus_caballus",3,3,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Rabies","Lyssavirus_rabies virus","Felis_silvestris",40,40,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",883,151,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",168,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,53.9678,48194860360.6711,5055.18356350703
2005,"Belarus","Enterovirus encephalomyelitis","Teschovirus_porcine teschovirus","Sus_scrofa",16,4,0,0,"ungulate",1,0,2,"virus","Picornaviridae",0,0,0,0,6,6,53.9678,48194860360.6711,5055.18356350703
2005,"Belize","Rabies","Lyssavirus_rabies virus","Bos_taurus",8,8,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,17.2534,1316805695.11032,4293.38080952271
2005,"Belize","Venezuelan equ.encephalomyelitis","Alphavirus_venezuelan equine encephalitis virus","Equus_caballus",1,0,0,0,"ungulate",4,170.6,5,"virus","Togaviridae",1,0,1,0,1436,854,17.2534,1316805695.11032,4293.38080952271
2005,"Benin","Anthrax","Bacillus_anthracis","Bos_taurus",190,18,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,6.4779,6418560984.50374,710.931904368858
2005,"Benin","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",55,8,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,6.4779,6418560984.50374,710.931904368858
2005,"Bhutan","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",937,8,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,27.5768,1263066167.17646,1806.18044327681
2005,"Bhutan","Anthrax","Bacillus_anthracis","Bos_taurus",27,5,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,27.5768,1263066167.17646,1806.18044327681
2005,"Bhutan","Rabies","Lyssavirus_rabies virus","Bos_taurus",31,14,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,27.5768,1263066167.17646,1806.18044327681
2005,"Bhutan","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",20,17,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,27.5768,1263066167.17646,1806.18044327681
2005,"Bhutan","Classical swine fever","Pestivirus_classical swine fever virus","Sus_scrofa",100,61,0,0,"ungulate",4,94.0666666666667,3,"virus","Flaviviridae",0,0,0,1,5511,4886,27.5768,1263066167.17646,1806.18044327681
2005,"Bolivia","Rabies","Lyssavirus_rabies virus","Felis_silvestris",1,1,0,0,"carnivore",130,143.62480620155,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-13.9908,15964040293.2744,1648.90166957851
2005,"Bolivia","Bovine tuberculosis","Mycobacterium_bovis","Bos_taurus",7,0,0,0,"ungulate",41,120.25,5,"bacteria","Mycobacteriaceae",0,0,0,1,25901,15205,-13.9908,15964040293.2744,1648.90166957851
2005,"Bolivia","Classical swine fever","Pestivirus_classical swine fever virus","Sus_scrofa",4,2,0,0,"ungulate",4,94.0666666666667,3,"virus","Flaviviridae",0,0,0,1,5511,4886,-13.9908,15964040293.2744,1648.90166957851
2005,"Botswana","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",123,0,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Heartwater","Ehrlichia_ruminantium","Bos_taurus",60,44,0,0,"ungulate",10,99.8666666666667,6,"bacteria","Rickettsiaceae",1,0,0,0,1112,966,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Heartwater","Ehrlichia_ruminantium","Capra_hircus",307,212,0,0,"ungulate",10,95.2888888888889,6,"bacteria","Rickettsiaceae",1,0,0,0,1112,966,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Heartwater","Ehrlichia_ruminantium","Ovis_aries",80,33,0,0,"ungulate",10,95.2888888888889,6,"bacteria","Rickettsiaceae",1,0,0,0,1112,966,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Rabies","Lyssavirus_rabies virus","Bos_taurus",8,8,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Rabies","Lyssavirus_rabies virus","Ovis_aries",1,1,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",8,2,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Dermatophilosis","Dermatophilus_congolensis","Bos_taurus",6,0,0,0,"ungulate",8,92.2,6,"bacteria","Dermatophilaceae",0,0,0,0,807,754,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","African horse sickness","Orbivirus_african horse sickness virus","Equus_caballus",22,16,0,0,"ungulate",6,90.72,2,"virus","Reoviridae",1,0,0,0,1251,1115,-24.6544,11525559101.7027,5823.21410221287
2005,"Botswana","Dourine","Trypanosoma_equiperdum","Equus_caballus",39,4,0,0,"ungulate",1,0,2,"protozoa","Trypanosomatidae",0,0,0,1,1193,1001,-24.6544,11525559101.7027,5823.21410221287
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Bos_taurus",1539,1539,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Canis_lupus",40,40,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Capra_hircus",2,2,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Equus_caballus",174,174,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Ovis_aries",10,10,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Rabies","Lyssavirus_rabies virus","Sus_scrofa",10,10,0,0,"ungulate",130,167.350387596899,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",5701,633,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Dermatophilosis","Dermatophilus_congolensis","Bos_taurus",47,4,0,0,"ungulate",8,92.2,6,"bacteria","Dermatophilaceae",0,0,0,0,807,754,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",54,14,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Caprine arthritis/encephalitis","Lentivirus_caprine arthritis encephalitis virus","Capra_hircus",4,0,0,0,"ungulate",2,27.4,3,"virus","Retroviridae",0,0,0,1,1085,893,-15.7801,1654896003638.57,8448.03179259148
2005,"Brazil","Equine influenza","Influenzavirus A_h3n8","Equus_caballus",231,2,0,0,"ungulate",4,121.933333333333,2,"virus","Orthomyxoviridae",0,0,0,0,1498,1279,-15.7801,1654896003638.57,8448.03179259148
2005,"Bulgaria","Anthrax","Bacillus_anthracis","Ovis_aries",1,1,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Q fever","Coxiella_burnetii","Bos_taurus",284,0,0,0,"ungulate",27,122.907692307692,6,"bacteria","Coxiellaceae",0,1,0,0,10844,7989,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Q fever","Coxiella_burnetii","Ovis_aries",229,0,0,0,"ungulate",27,124.876923076923,6,"bacteria","Coxiellaceae",0,1,0,0,10844,7989,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Rabies","Lyssavirus_rabies virus","Capra_hircus",2,1,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",1,0,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Bovine babesiosis","Babesia_divergens","Bos_taurus",1,0,0,0,"ungulate",9,88,5,"protozoa","Babesiidae",1,0,0,0,1208,907,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Maedi-visna","Lentivirus_visna/maedi virus","Ovis_aries",1,0,0,0,"ungulate",4,36.9333333333333,1,"virus","Retroviridae",0,0,0,1,966,814,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Porcine brucellosis","Brucella_suis","Sus_scrofa",38,0,0,0,"ungulate",6,139.08,4,"bacteria","Brucellaceae",0,0,0,1,2130,1504,42.7105,46195766166.0453,6178.414705153
2005,"Bulgaria","Tularemia","Francisella_tularensis","Ovis_aries",34,0,0,0,"ungulate",20,150.8,6,"bacteria","Francisellaceae",1,0,0,0,10252,7456,42.7105,46195766166.0453,6178.414705153
2005,"Burkina Faso","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",3668,126,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Anthrax","Bacillus_anthracis","Bos_taurus",118,83,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Anthrax","Bacillus_anthracis","Ovis_aries",19,17,0,0,"ungulate",39,99.678947368421,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Heartwater","Ehrlichia_ruminantium","Bos_taurus",13,6,0,0,"ungulate",10,99.8666666666667,6,"bacteria","Rickettsiaceae",1,0,0,0,1112,966,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Rabies","Lyssavirus_rabies virus","Canis_lupus",9,9,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Contagious bov. pleuropneumonia","Mycoplasma_mycoides","Bos_taurus",181,39,0,0,"ungulate",8,50.7428571428571,4,"bacteria","Mycoplasmataceae",0,0,0,0,2025,1862,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Lumpy skin disease","Capripoxvirus_lumpy skin disease virus","Bos_taurus",423,37,0,0,"ungulate",5,49.05,2,"virus","Poxviridae",1,0,0,0,521,465,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Bovine tuberculosis","Mycobacterium_bovis","Bos_taurus",1,1,0,0,"ungulate",41,120.25,5,"bacteria","Mycobacteriaceae",0,0,0,1,25901,15205,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Dermatophilosis","Dermatophilus_congolensis","Bos_taurus",3,2,0,0,"ungulate",8,92.2,6,"bacteria","Dermatophilaceae",0,0,0,0,807,754,12.3605,7756881600.26024,521.481050008245
2005,"Burkina Faso","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",443,80,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,12.3605,7756881600.26024,521.481050008245
2005,"Cameroon","Rabies","Lyssavirus_rabies virus","Canis_lupus",3,3,0,0,"carnivore",130,135.505426356589,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,3.8721,21697985389.5893,1102.00120810991
2005,"Chad","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Bos_taurus",1344,82,0,0,"ungulate",21,61.88,4,"virus","Picornaviridae",0,0,0,1,18031,14934,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Capra_hircus",28,5,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Foot and mouth disease","Aphthovirus_foot-and-mouth disease virus","Ovis_aries",40,3,0,0,"ungulate",21,63.48,4,"virus","Picornaviridae",0,0,0,1,18031,14934,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Anthrax","Bacillus_anthracis","Bos_taurus",271,82,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Contagious bov. pleuropneumonia","Mycoplasma_mycoides","Bos_taurus",44,30,0,0,"ungulate",8,50.7428571428571,4,"bacteria","Mycoplasmataceae",0,0,0,0,2025,1862,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Haemorrhagic septicaemia","Pasteurella_multocida","Bos_taurus",55,22,0,0,"ungulate",28,117.985185185185,6,"bacteria","Pasteurellaceae",0,0,1,0,9222,8113,12.1048,9303854236.89534,827.306435905867
2005,"Chad","Peste des petits ruminants","Morbillivirus_peste-des-petits-ruminants virus","Capra_hircus",22,14,0,0,"ungulate",8,79.1428571428571,4,"virus","Paramyxoviridae",0,0,0,0,1180,1096,12.1048,9303854236.89534,827.306435905867
2005,"Chile","Anthrax","Bacillus_anthracis","Bos_taurus",5,5,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,-33.475,181730100536.889,10874.0777677986
2005,"Chile","Paratuberculosis","Mycobacterium_avium paratuberculosis","Bos_taurus",1,1,0,0,"ungulate",11,106.52,5,"bacteria","Mycobacteriaceae",0,0,0,1,8592,7095,-33.475,181730100536.889,10874.0777677986
2005,"Chile","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",3,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,-33.475,181730100536.889,10874.0777677986
2005,"Chile","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",15,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,-33.475,181730100536.889,10874.0777677986
2005,"Colombia","Rabies","Lyssavirus_rabies virus","Bos_taurus",344,344,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Rabies","Lyssavirus_rabies virus","Equus_caballus",29,29,0,0,"ungulate",130,170.807751937984,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Rabies","Lyssavirus_rabies virus","Ovis_aries",3,3,0,0,"ungulate",130,161.928682170543,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Paratuberculosis","Mycobacterium_avium paratuberculosis","Bos_taurus",8,0,0,0,"ungulate",11,106.52,5,"bacteria","Mycobacteriaceae",0,0,0,1,8592,7095,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Paratuberculosis","Mycobacterium_avium paratuberculosis","Ovis_aries",1,0,0,0,"ungulate",11,109.74,5,"bacteria","Mycobacteriaceae",0,0,0,1,8592,7095,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Bovine anaplasmosis","Anaplasma_marginale","Bos_taurus",2480,365,0,0,"ungulate",19,67.9,4,"bacteria","Ehrlichiaceae",1,0,0,0,3091,2749,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",252,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",2005,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Classical swine fever","Pestivirus_classical swine fever virus","Sus_scrofa",72,61,0,0,"ungulate",4,94.0666666666667,3,"virus","Flaviviridae",0,0,0,1,5511,4886,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Porcine reproductive respiratory syndrome","Arterivirus_porcine reproductive and respiratory syndrome virus","Sus_scrofa",36,0,0,0,"ungulate",1,0,1,"virus","Arteriviridae",0,0,0,1,139,118,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Equine infectious anaemia","Lentivirus_equine infectious anemia virus","Equus_caballus",3085,0,0,0,"ungulate",3,97.6,2,"virus","Retroviridae",1,0,0,0,1316,985,4.60987,230972907904.374,5118.55102193927
2005,"Colombia","Venezuelan equ.encephalomyelitis","Alphavirus_venezuelan equine encephalitis virus","Equus_caballus",2,1,0,0,"ungulate",4,170.6,5,"virus","Togaviridae",1,0,1,0,1436,854,4.60987,230972907904.374,5118.55102193927
2005,"Congo, Dem. Rep.","Contagious bov. pleuropneumonia","Mycoplasma_mycoides","Bos_taurus",6,1,0,0,"ungulate",8,50.7428571428571,4,"bacteria","Mycoplasmataceae",0,0,0,0,2025,1862,-4.325,17780878613.5115,284.556786755381
2005,"Congo, Dem. Rep.","African swine fever","Asfivirus_african swine fever virus","Sus_scrofa",642,605,0,0,"ungulate",4,43.2666666666667,3,"virus","Asfarviridae",1,0,0,0,2630,2277,-4.325,17780878613.5115,284.556786755381
2005,"Costa Rica","Anthrax","Bacillus_anthracis","Bos_taurus",5,5,0,0,"ungulate",39,100.215789473684,6,"bacteria","Bacillaceae",0,1,0,0,24868,19356,9.63701,30000441396.6828,6738.4809139339
2005,"Costa Rica","Rabies","Lyssavirus_rabies virus","Bos_taurus",2,2,0,0,"ungulate",130,161.818604651163,5,"virus","Rhabdoviridae",0,0,0,0,29516,23665,9.63701,30000441396.6828,6738.4809139339
2005,"Costa Rica","Enzootic bovine leukosis","Deltaretrovirus_bovine leukemia virus","Bos_taurus",1,0,0,0,"ungulate",1,0,3,"virus","Retroviridae",1,0,0,1,2379,2029,9.63701,30000441396.6828,6738.4809139339
2005,"Costa Rica","Inf.bov.rhinotracheit. (IBR/IPV)","Varicellovirus_bovine herpesvirus 1","Bos_taurus",13,0,0,0,"ungulate",32,60.6064516129032,4,"virus","Herpesviridae",0,0,0,1,2702,2482,9.63701,30000441396.6828,6738.4809139339
2005,"Croatia","Ovine epididymitis (B. ovis)","Brucella_ovis","Ovis_aries",274,0,0,0,"ungulate",4,44.6,1,"bacteria","Brucellaceae",0,0,0,1,979,835,45.8069,58725363922.6175,13319.5322703935
2005,"Croatia","Salmonellosis (S. abortusovis)","Salmonella_abortusovis","Ovis_aries",1,0,0,0,"ungulate",2,27.4,1,"bacteria","Enterobacteriaceae",0,0,0,1,184,167,45.8069,58725363922.6175,13319.5322703935
2005,"Croatia","Porcine brucellosis","Brucella_suis","Sus_scrofa",137,0,0,0,"ungulate",6,139.08,4,"bacteria","Brucellaceae",0,0,0,1,2130,1504,45.8069,58725363922.6175,13319.5322703935
2005,"Cuba","N. w. screwworm (C. hominivorax)","Cochliomyia_hominivorax","Bos_taurus",9991,0,0,0,"ungulate",11,136.38,6,"arthropod","Calliphoridae",0,0,0,0,1157,967,23.1333,58599262296.4,5188.59634111312
