Binomial,Realm,TrophicLevel,TrophicNiche,ForagingNiche,Family,Order,Habitat,PrimaryLifestyle,MinLatitude,MaxLatitude,CentroidLatitude,CentroidLongitude,RangeSize,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass
Ramphocelus_passerinii,Neotropic,Omnivore,Omnivore,NA,Thraupidae,Passeriformes,Forest,Insessorial,8.87,17.81,14.63,-86.9,209547.58,18.1,12.1,7.6,7.5,22.3,76,66.2,76.4,32
Ramphocelus_sanguinolentus,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Passeriformes,Forest,Insessorial,8.56,18.67,14.98,-88.2,277681.38,19.6,13.7,8.5,9.1,21.3,88.1,73.9,77.2,41
Ramphocinclus_brachyurus,Neotropic,Carnivore,Invertivore,Invertivore ground,Mimidae,Passeriformes,Shrubland,Terrestrial,13.88,14.77,14.52,-60.9,24.32,28.7,17,5.4,5.8,30.4,94.9,78.1,78.3,50
Ramphodon_naevius,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Aerial,-30.63,-18.7,-23.93,-45.78,220311.75,39.4,31.2,3.8,4.4,5.6,71.4,29.5,52.2,7.9
Ramphomicron_dorsale,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Generalist,10.58,11.19,10.91,-73.73,2603.99,12.7,9.4,1.4,1.2,5.9,55.2,19.8,41.3,3.5
Ramphomicron_microrhynchum,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Forest,Aerial,-17.21,11.1,-2.41,-75.59,203534.21,10.1,6.7,1.3,1,6.1,50,19.2,42.5,3.6
Ramphotrigon_fuscicauda,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-15.12,0.82,-10.36,-70.35,472095.3,17,11.4,6.6,4.6,17.9,70.7,63.8,72.3,18.6
Ramphotrigon_megacephalum,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-27.34,10.53,-9.22,-63.37,2269306.34,14,8.3,5.6,4.2,15.7,59,50.4,55.6,14.2
Ramphotrigon_ruficauda,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-16.38,10.14,-4.1,-61.73,6736020.91,17.1,9.6,6.6,4.3,16.3,75,64,70.7,18.4
Ramsayornis_fasciatus,Australian,Omnivore,Omnivore,NA,Meliphagidae,Passeriformes,Forest,Insessorial,-24.14,-10.02,-16.03,135.63,931104.02,15.9,8.9,2.9,3,17,71.2,56.6,52.5,12.7
Ramsayornis_modestus,Australian,Omnivore,Nectarivore,Nectarivore glean,Meliphagidae,Passeriformes,Shrubland,Insessorial,-20,0.04,-12.43,143.32,290171.25,15.3,9.1,2.9,2.9,16.1,66.8,53.6,43,12.1
Randia_pseudozosterops,Madagascar,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Passeriformes,Woodland,Insessorial,-25.14,-13.46,-18.79,48.45,149492.81,14.1,8.1,2.2,2.5,15.9,58,50.7,45.5,11
Recurvirostra_americana,Nearctic,Carnivore,Aquatic predator,Aquatic ground,Recurvirostridae,Charadriiformes,Wetland,Terrestrial,19.05,54.42,42.31,-107.39,2524844.1,90.4,73.9,6.6,5.2,92.8,218.2,113.8,78,304.5
Recurvirostra_andina,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Recurvirostridae,Charadriiformes,Wetland,Terrestrial,-29.32,-10.68,-20.06,-68.82,708582.58,79,65.4,5.8,4.4,85.2,238.8,147.7,91.2,361
Recurvirostra_avosetta,Palearctic,Carnivore,Aquatic predator,Aquatic ground,Recurvirostridae,Charadriiformes,Wetland,Terrestrial,-34.84,59.14,25.97,62.92,17136961.53,83.7,69.8,6.2,4.6,87.6,217,109.2,79.5,304
Recurvirostra_novaehollandiae,Australian,Carnivore,Aquatic predator,Aquatic ground,Recurvirostridae,Charadriiformes,Wetland,Terrestrial,-37.25,-13.62,-32.45,137.7,307841.69,93.5,78.5,6.3,4.5,89.4,225,110.8,80.2,325
Regulus_calendula,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,32.33,69.54,53.97,-108.98,9263294.84,10.4,6.4,2.7,2.2,18.3,57.6,44.9,41.8,6.2
Regulus_goodfellowi,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,21.9,25.3,23.79,121.1,22144.91,9.8,5.4,2,2,17.4,52.5,41,35.5,4.1
Regulus_ignicapilla,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,30.79,56.12,46.92,11.36,2693877.52,9.6,5.8,2,2.1,16.5,51.9,40.1,39.2,5.6
Regulus_madeirensis,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,32.63,32.87,32.74,-17,753.1,11.8,6.6,2.8,2.4,19.5,54.8,43.9,40.1,5.6
Regulus_regulus,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,24.29,70.31,51.77,58.18,13206760.36,9.2,5.7,1.9,2,15.8,52.5,41.2,37,5.5
Regulus_satrapa,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal,Reguliidae,Passeriformes,Forest,Insessorial,14.65,62.43,49.81,-105.16,6348089.15,8.9,5.4,2.2,2.5,16.6,56.8,43.4,42,6.2
Reinwardtipicus_validus,Indo_Malay,Carnivore,Invertivore,Invertivore bark,Picidae,Piciformes,Forest,Insessorial,-8.01,9.01,0.62,108.79,1291734.8,45.1,35.8,10.6,10.9,29.1,154,129.1,84.2,149
Reinwardtoena_browni,Australian,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbiformes,Forest,Insessorial,-6.31,-1.91,-4.99,150.71,45117.99,27.3,12.4,5.6,8.1,29.2,228.8,145.6,196.1,304
Reinwardtoena_crassirostris,Australian,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbiformes,Forest,Insessorial,-10.83,-5.41,-8.14,158.38,34295.64,25,12.6,7.2,9.9,25.9,205.5,137.5,179.8,259
Reinwardtoena_reinwardtsi,Australian,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbiformes,Forest,Insessorial,-10.73,2.65,-4.43,139.77,656098.16,25.7,10.8,4.9,7,25.5,239.8,157,298.2,275
Remiz_consobrinus,Palearctic,Omnivore,Invertivore,Invertivore glean arboreal,Remizidae,Passeriformes,Wetland,Insessorial,38.04,53.35,46.67,125.75,1388083.99,10.3,7.4,2.9,3.8,12.8,55.5,41.5,43.8,9.1
Remiz_coronatus,Palearctic,Omnivore,Invertivore,Invertivore glean arboreal,Remizidae,Passeriformes,Riverine,Insessorial,36.18,53.39,46.84,88.18,2685732.89,9.7,7,2.8,3.2,11.9,52,42.8,41,6.9
Remiz_macronyx,Palearctic,Omnivore,Invertivore,Invertivore glean arboreal,Remizidae,Passeriformes,Wetland,Insessorial,31.13,46.99,44,70.44,83479.28,10.4,7.5,3.3,3.8,13.4,55.8,45.4,47,10.1
Remiz_pendulinus,Palearctic,Omnivore,Invertivore,Invertivore glean arboreal,Remizidae,Passeriformes,Wetland,Insessorial,32.59,59.57,49.96,43.86,5890271.68,9.9,7.6,2.9,3.9,13.9,56.5,44.8,48.1,9.3
Rhabdornis_grandis,Indo_Malay,Omnivore,Omnivore,NA,Rhabdornithidae,Passeriformes,Forest,Insessorial,15.82,18.47,16.93,121.12,12859.33,24,12.9,3.8,4.9,22.5,88,69.3,53,32.4
Rhabdornis_inornatus,Indo_Malay,Omnivore,Omnivore,NA,Rhabdornithidae,Passeriformes,Forest,Insessorial,5.56,12.59,8.74,124.48,139172.11,18.9,10.8,4.3,5.4,21.2,88,62.2,57.8,39.1
Rhabdornis_mystacalis,Indo_Malay,Omnivore,Omnivore,NA,Rhabdornithidae,Passeriformes,Forest,Insessorial,5.56,18.65,11.88,123.16,247778.1,21.2,12.9,3.8,4.9,19.8,80.6,61.5,48.2,25.6
Rhagologus_leucostigma,Australian,Herbivore,Frugivore,Fugivore glean,Pachycephalidae,Passeriformes,Forest,Insessorial,-10.26,-0.48,-5.04,141.21,150755.69,17.2,9.6,4.2,5.5,20.2,87.1,68.2,63.9,26.8
Rhamphocoris_clotbey,Palearctic,Herbivore,Omnivore,NA,Alaudidae,Passeriformes,Desert,Terrestrial,21.95,34.65,30.73,5.87,934337.78,19.5,14,7.3,12.6,21.9,124.8,72.7,62.4,49.1
Rhamphomantis_megarhynchus,Australian,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-10.1,0.11,-3.39,138.06,152360.64,23.3,18.5,6.2,6.4,15.4,97,68.9,73,31.5
Rhaphidura_leucopygialis,Indo_Malay,Carnivore,Invertivore,Invertivore aerial,Apodidae,Apodiformes,Forest,Aerial,-8.78,12.3,-0.2,108.29,1203937.95,7.6,3.4,2.8,2,10.4,116.2,38.5,38.2,13.6
Rhaphidura_sabini,Afrotropic,Carnivore,Invertivore,Invertivore aerial,Apodidae,Apodiformes,Forest,Aerial,-6.45,9.58,2.57,12.17,1774423.81,6,2.6,1.9,2.1,11.1,123.8,41,36,16
Rhea_americana,Neotropic,Omnivore,Omnivore,NA,Rheidae,Rheiformes,Grassland,Terrestrial,-41.17,-4.65,-21.37,-53.45,6537549.66,91.3,35.6,28.4,17.8,308,604.5,604.4,62,23000
Rhea_pennata,Neotropic,Herbivore,Omnivore,NA,Rheidae,Rheiformes,Grassland,Terrestrial,-53.54,-16.21,-37.47,-68.64,1085320.8,68.8,33.5,25,15.8,293.2,625,629.4,58.4,23900
Rhegmatorhina_berlepschi,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-4.93,-1.94,-3.46,-56.59,68143.22,17.8,11.5,5,5.1,27.5,80.5,71.1,56.8,35
Rhegmatorhina_cristata,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-2.82,1.79,-0.61,-67.06,267428.7,20,12.6,4.9,5.2,28.1,73,64.5,55.2,35
Rhegmatorhina_gymnops,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-9.5,-1.68,-5.23,-54.89,157613.65,18.8,11.4,4.4,4.7,27.3,76.2,68.3,51.2,28.5
Rhegmatorhina_hoffmannsi,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-16.08,-3.36,-9.68,-59.74,646225.64,19.4,12.2,4.7,5,28.3,80.2,70.5,50.8,31.4
Rhegmatorhina_melanosticta,Neotropic,Carnivore,Invertivore,Invertivore sally ground,Thamnophilidae,Passeriformes,Forest,Insessorial,-16.33,2.99,-6.36,-70.53,1909667.49,19,11.8,4.5,5.2,28,78.2,68.5,50,31
Rheinardia_ocellata,Indo_Malay,Omnivore,Omnivore,NA,Phasianidae,Galliformes,Forest,Terrestrial,4.47,18.9,15.43,107.06,54321.45,39.8,16.1,8.6,11.2,82.6,326,288.7,812.8,279
Rhinocrypta_lanceolata,Neotropic,Carnivore,Invertivore,Invertivore ground,Rhinocryptidae,Passeriformes,Shrubland,Terrestrial,-41.17,-18.67,-30.74,-64.42,1006274.62,17.6,9.8,4.4,5,30.1,84.1,77.9,81.4,61.9
Rhinomyias_additus,Australian,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-3.79,-3.13,-3.44,126.51,4091.97,13.7,7.9,4.7,3.9,18.8,79,63,64,22.5
Rhinomyias_albigularis,Indo_Malay,Carnivore,Invertivore,Generalist,Muscicapidae,Passeriformes,Forest,Insessorial,9.04,11.94,10.58,122.74,23404.43,17.2,11.1,5.7,4.9,19.6,78.2,66.8,59,35.7
Rhinomyias_brunneatus,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,6.75,31.84,26.67,114.76,596422.38,16.2,10.5,4.6,4.4,16.3,77.4,58.7,58.8,18.1
Rhinomyias_colonus,Australian,Carnivore,Invertivore,Generalist,Muscicapidae,Passeriformes,Forest,Insessorial,-2.49,-0.9,-1.58,123.31,13551.2,15.4,10,4.3,4.2,18.4,73,58.6,65.5,23.1
Rhinomyias_goodfellowi,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,5.84,8.88,7.38,125.07,7732.35,18.2,10.3,5,4.5,22.2,85.5,72.4,68.2,31.7
Rhinomyias_gularis,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Forest,Insessorial,-3.17,6.26,2.97,115.52,31180.06,17.8,10.7,4.8,4.9,22.7,84.5,72,60,25.1
Rhinomyias_insignis,Indo_Malay,Carnivore,Invertivore,Generalist,Muscicapidae,Passeriformes,Forest,Insessorial,15.83,18.46,16.94,121.07,9756.91,18,10.3,4,4.8,27.8,80.5,69.6,67,28.7
Rhinomyias_olivaceus,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-8.85,12.94,-0.8,103.65,595916.66,14.3,9.1,5,3.7,16.6,71,55.6,54,15.7
Rhinomyias_oscillans,Australian,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Forest,Insessorial,-10.16,-8.12,-8.85,119.62,16636.37,14.1,9,4.9,3.8,16.1,76,65.2,56,23.9
Rhinomyias_ruficauda,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Forest,Insessorial,0.15,12.59,8.24,123.77,81701.8,15.2,10.9,4.6,4.3,16.3,72.4,57.4,55.5,17.3
Rhinomyias_umbratilis,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Forest,Insessorial,-6.17,7.1,0.75,108.44,1143162.84,17,11.8,5.5,4.4,16.1,76.2,60.9,60,18.2
Rhinoplax_vigil,Indo_Malay,Omnivore,Frugivore,Fugivore glean,Bucerotidae,Bucerotiformes,Forest,Insessorial,-5.66,12.04,1.29,108.67,1216391.66,203.8,193.5,50.9,110.9,68,477.5,450.5,419.8,2887.6
Rhinopomastus_aterrimus,Afrotropic,Carnivore,Invertivore,Invertivore bark,Phoeniculidae,Bucerotiformes,Woodland,Insessorial,-17.69,17.72,7.46,14.09,7792738,30,22.3,5.1,5.8,18.5,96.2,78.5,109.5,27.1
Rhinopomastus_cyanomelas,Afrotropic,Carnivore,Invertivore,Generalist,Phoeniculidae,Bucerotiformes,Grassland,Insessorial,-31.85,4.2,-15.51,28.09,6396418.32,40.4,34.6,4.5,5.5,18.7,105.8,84.5,120,27.1
Rhinopomastus_minor,Afrotropic,Carnivore,Invertivore,Invertivore bark,Phoeniculidae,Bucerotiformes,Woodland,Insessorial,-9.01,11.78,2.47,39.91,2064431.67,30.5,25.6,4.6,4.9,16.2,89.2,76.2,100.8,21.7
Rhinoptilus_africanus,Afrotropic,Carnivore,Invertivore,Invertivore ground,Glareolidae,Charadriiformes,Desert,Terrestrial,-34.84,13.15,-16.64,27.43,2999057.71,15.7,8.9,3.2,3.7,51.6,147,82.8,62,87.5
Rhinoptilus_bitorquatus,Indo_Malay,Carnivore,Invertivore,Invertivore ground,Glareolidae,Charadriiformes,Shrubland,Terrestrial,14.25,15.43,14.86,78.38,19306.74,20.1,10.8,5.1,5.9,66.5,157.5,101.6,58,121.4
Rhinoptilus_chalcopterus,Afrotropic,Carnivore,Invertivore,Invertivore ground,Glareolidae,Charadriiformes,Woodland,Terrestrial,-30.46,17.04,-4.12,21.69,10146624.15,21.4,11.9,4.9,5.9,71,175,104.8,75.8,150
Rhinoptilus_cinctus,Afrotropic,Carnivore,Invertivore,Invertivore ground,Glareolidae,Charadriiformes,Shrubland,Terrestrial,-23.33,11.75,-5.73,34.47,1957707.6,20.1,11.1,4.4,4.7,62.8,159.2,101.2,78.5,105
Rhipidura_albicollis,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-5.95,33.71,19.73,93.79,5326397.5,11.9,6.3,3.5,2.7,17.6,75.4,62.6,98.9,12.9
Rhipidura_albolimbata,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.09,-0.49,-5.26,141.84,148493.84,10.9,5.4,2.8,2.7,15.1,75,58.5,77.8,10.9
Rhipidura_atra,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.27,-0.05,-5.25,141.82,179053.16,13.4,6.1,3.5,3.4,20.4,77.4,63.4,88.9,12.2
Rhipidura_aureola,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,5.92,34.5,21.46,83.73,4306980.92,12.9,6.9,3.9,3,16.4,81,64,90.2,11.2
Rhipidura_brachyrhyncha,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.1,-0.89,-5.28,141.82,131180.68,11.4,5.8,3.4,3,19.4,74.5,60.2,85.5,10.1
Rhipidura_cockerelli,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-9.95,-5.01,-7.82,157.92,31575.45,16.8,10,5.5,4.3,14.6,85.8,67.3,85.2,17.5
Rhipidura_cyaniceps,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,9.04,18.65,14.51,121.87,112591.84,12.5,7.1,3.7,3.4,15.4,74.5,61.2,83.2,13.6
Rhipidura_dahli,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-6.11,-2.94,-5.12,151.31,12455.26,12.2,6.4,4.3,3.3,16.7,65.2,53.2,67.5,9.9
Rhipidura_dedemi,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-3.4,-2.9,-3.15,129.2,3183.3,13.1,6.3,3.8,3.8,17.3,71.6,59.1,79.8,10.9
Rhipidura_diluta,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-9.11,-8.07,-8.6,119.71,30545.41,15.8,8.7,4,3.7,17.6,77,63.9,86.5,15
Rhipidura_drownei,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-9.85,-5.64,-7.3,156.89,2873.66,11.8,6.2,3.5,3.1,16.7,72,58,76.5,11.1
Rhipidura_euryura,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-8.2,-6.62,-7.42,109.91,8512.96,14.9,8.9,4.6,4,15.1,85.2,68.7,96.8,15
Rhipidura_fuliginosa,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Woodland,Insessorial,-47.29,-10.17,-34.26,148.93,1570790.14,8.6,4,2.6,2.1,17.1,73.4,59.1,92.3,7.5
Rhipidura_fuscorufa,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-8.35,-6.66,-7.62,131.11,4783.92,18.7,10.7,6.3,4.8,18,88.3,68.3,86.3,15
Rhipidura_hyperythra,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.7,-0.34,-5.2,141.11,465792.13,13.1,6.5,3.4,3.3,14.2,79.2,64.2,83,11.2
Rhipidura_javanica,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Woodland,Insessorial,-8.96,19.11,5.19,109.42,1833421.94,14.1,9.7,4.7,3.7,16.2,69.5,58.1,68.2,12.5
Rhipidura_kubaryi,Oceania,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,6.79,7.01,6.88,158.23,351.18,12.9,5.8,3.9,3.1,19.7,71,57.5,88,15
Rhipidura_lepida,Oceania,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,6.97,7.73,7.46,134.54,442.78,14.2,7.8,4.2,3.2,23.1,81.5,67.3,90.5,15
Rhipidura_leucophrys,Australian,Carnivore,Invertivore,Generalist,Rhipiduridae,Passeriformes,Woodland,Insessorial,-39.24,2.65,-23.26,135.13,8395527.09,14.8,8.4,4.3,3.7,23.9,93.8,74,102,27.4
Rhipidura_leucothorax,Australian,Carnivore,Invertivore,Generalist,Rhipiduridae,Passeriformes,Shrubland,Insessorial,-10.7,-0.34,-4.98,140.99,565343.93,16.6,8.6,4.7,4,18.9,79.2,68.3,86.8,17.6
Rhipidura_maculipectus,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Shrubland,Insessorial,-9.46,-0.34,-5.38,137.41,137530.75,15.9,8.9,4.4,3.7,21.1,80,67.7,97.5,18
Rhipidura_malaitae,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-9.19,-9.15,-9.17,161.09,20.39,10.9,6,3.7,3.3,15.7,71.5,58.9,71.5,12
Rhipidura_matthiae,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-1.6,-1.32,-1.44,149.62,355.49,14.3,7,4.2,3.7,20.6,72.5,58.1,76.9,15
Rhipidura_nebulosa,Oceania,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-14.04,-13.5,-13.79,-172.05,1955.36,11.1,5.5,3.6,2.6,15.9,71,56.7,81,38.5
Rhipidura_nigrocinnamomea,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,5.86,9.33,7.53,125,9000.73,11.8,6.2,3.4,3,16,73,59.3,82.8,13
Rhipidura_opistherythra,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-7.95,-6.86,-7.52,131.45,3122.04,13.8,7.2,3.6,2.8,20,65,54.7,95,15
Rhipidura_perlata,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-5.95,7.26,0.74,108.74,1287003.58,13.1,7.8,4.3,3.9,14.2,81.3,65.3,82.5,13.4
Rhipidura_personata,Oceania,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-19.17,-18.87,-19.03,178.25,462.6,12.3,5.8,3.6,3.4,16.5,76,60.4,85.2,35.7
Rhipidura_phasiana,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Woodland,Insessorial,-27.28,-5.32,-15.95,129.17,319575.43,11.7,5.6,3.5,2.7,16.1,66.1,54.8,80.2,6.9
Rhipidura_phoenicura,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-8.2,-6.62,-7.43,109.99,8270.5,12.1,5.8,3.3,2.7,16.7,73.5,61.5,88.8,15
Rhipidura_rennelliana,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-11.85,-11.46,-11.65,160.25,675.46,14.1,7.6,4.3,3.7,20.2,82.3,66.6,108,15
Rhipidura_rufidorsa,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.7,-0.34,-5.11,141.2,489139.15,11.7,6,3.5,3.1,15.3,63.8,53.5,70.9,9.8
Rhipidura_rufifrons,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Shrubland,Insessorial,-39.48,15.29,-22.79,143.23,1234196.81,11.4,6.2,3.5,3.1,18,70.4,57,87.9,10.1
Rhipidura_rufiventris,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-19.7,0.59,-10.33,137.57,1729556.25,14.6,9.1,5,4,14.7,82,64.4,81.4,12
Rhipidura_semirubra,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-2.4,-2.03,-2.26,147.78,127.14,12.9,7.2,3.9,3.3,17,66.4,55.1,76.8,15
Rhipidura_superciliaris,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,5.56,12.59,8.35,124.81,115784.19,13.2,7.4,4,3.2,13.9,76.8,61.6,78,13.1
Rhipidura_superflua,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-3.76,-3.13,-3.41,126.46,2601.62,11.7,5.8,3.5,2.8,17.4,65.7,53.5,80.7,15
Rhipidura_tenebrosa,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.85,-10.17,-10.55,161.81,3338.04,14.2,7.5,4.2,3.8,18.7,83,68,90.8,17.3
Rhipidura_teysmanni,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,Forest,Insessorial,-4.09,1.4,-1.65,121.06,66641.37,12.3,6.4,3.6,3.2,16.6,71.2,56.6,83,10.7
Rhipidura_threnothorax,Australian,Carnivore,Invertivore,Generalist,Rhipiduridae,Passeriformes,Forest,Insessorial,-10.73,-0.01,-5.08,140.9,594363.37,16.6,8.2,4.3,4,21,79.2,68.1,95,17.6
Rhipidura_verreauxi,Australian,Carnivore,Invertivore,Invertivore sally air,Rhipiduridae,Passeriformes,NA,Insessorial,-22.76,-13.5,-18.69,168.42,43780.16,12.3,6,3.5,3.3,20.8,76.5,60.4,92.4,12.9
Rhizothera_longirostris,Indo_Malay,Herbivore,Omnivore,NA,Phasianidae,Galliformes,Forest,Terrestrial,-5.95,13.23,1.19,107.3,1294489.43,39,22.7,12,12.5,52.2,187.6,140.1,62.5,746.7
Rhodinocichla_rosea,Neotropic,Herbivore,Omnivore,NA,Thraupidae,Passeriformes,Shrubland,Insessorial,4.27,23.43,13.47,-85.96,163331.81,22.3,13.7,4.3,5.6,25.5,78.8,71.5,75,48
Rhodopechys_obsoletus,Palearctic,Herbivore,Granivore,Granivore ground,Fringillidae,Passeriformes,Desert,Generalist,23.96,47.85,39.93,74.43,3475699.18,11.6,9.6,7,9.6,16.8,85.8,54.6,67.2,25.5
Rhodopechys_sanguineus,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Grassland,Terrestrial,28.21,44.71,38.43,59.58,1786917.62,12.5,10.1,7.4,10.6,18.4,102.6,63.7,60.1,38.1
Rhodophoneus_cruentus,Afrotropic,Carnivore,Invertivore,Invertivore ground,Malaconotidae,Passeriformes,Shrubland,Terrestrial,-6.5,23.56,5.77,41.4,1845043.08,23.7,12.9,5.2,7.3,32.4,91.6,80,113.6,53.3
Rhodopis_vesper,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Apodiformes,Shrubland,Aerial,-30.45,-4.81,-18.1,-73.02,305602.24,35,27.5,1.8,1.7,5,54.9,19.3,42.2,3.8
Rhodospingus_cruentus,Neotropic,Omnivore,Granivore,Granivore ground,Emberizidae,Passeriformes,Woodland,Generalist,-6.34,1.22,-2.66,-80.14,95985.12,13.1,8.3,3.9,5.1,16.3,55.7,45.2,39.1,11.6
